01/08/2022,NEWBRIDGE CARE SYSTEMS,MHS76,5
01/08/2022,SHEFFIELD CHILDREN'S NHS FOUNDATION TRUST,MHS76,5
01/08/2022,DEVON PARTNERSHIP NHS TRUST,MHS76,10
01/08/2022,ISLE OF WIGHT NHS TRUST,MHS76,10
01/08/2022,NAVIGO HEALTH AND SOCIAL CARE CIC,MHS76,10
01/08/2022,SHEFFIELD HEALTH & SOCIAL CARE NHS FOUNDATION TRUST,MHS76,10
01/08/2022,CHESHIRE AND WIRRAL PARTNERSHIP NHS FOUNDATION TRUST,MHS76,15
01/08/2022,INMIND HEALTHCARE - HEAD OFFICE,MHS76,15
01/08/2022,ST MATTHEWS HEALTHCARE,MHS76,15
01/08/2022,BERKSHIRE HEALTHCARE NHS FOUNDATION TRUST,MHS76,20
01/08/2022,CHESWOLD PARK HOSPITAL,MHS76,20
01/08/2022,ROTHERHAM DONCASTER AND SOUTH HUMBER NHS FOUNDATION TRUST,MHS76,20
01/08/2022,DERBYSHIRE HEALTHCARE NHS FOUNDATION TRUST,MHS76,25
01/08/2022,ELLERN MEDE,MHS76,25
01/08/2022,HUMBER TEACHING NHS FOUNDATION TRUST,MHS76,25
01/08/2022,NORTH STAFFORDSHIRE COMBINED HEALTHCARE NHS TRUST,MHS76,25
01/08/2022,OXLEAS NHS FOUNDATION TRUST,MHS76,25
01/08/2022,SOMERSET NHS FOUNDATION TRUST,MHS76,25
01/08/2022,DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST,MHS76,30
01/08/2022,MIDLANDS PARTNERSHIP NHS FOUNDATION TRUST,MHS76,30
01/08/2022,NORTH EAST LONDON NHS FOUNDATION TRUST,MHS76,35
01/08/2022,NORTHAMPTONSHIRE HEALTHCARE NHS FOUNDATION TRUST,MHS76,35
01/08/2022,PRIORY GROUP LIMITED,MHS76,35
01/08/2022,LEICESTERSHIRE PARTNERSHIP NHS TRUST,MHS76,40
01/08/2022,LINCOLNSHIRE PARTNERSHIP NHS FOUNDATION TRUST,MHS76,40
01/08/2022,SOUTH WEST LONDON AND ST GEORGE'S MENTAL HEALTH NHS TRUST,MHS76,40
01/08/2022,SOUTH WEST YORKSHIRE PARTNERSHIP NHS FOUNDATION TRUST,MHS76,40
01/08/2022,"BARNET, ENFIELD AND HARINGEY MENTAL HEALTH NHS TRUST",MHS76,45
01/08/2022,GLOUCESTERSHIRE HEALTH AND CARE NHS FOUNDATION TRUST,MHS76,45
01/08/2022,HERTFORDSHIRE PARTNERSHIP UNIVERSITY NHS FOUNDATION TRUST,MHS76,60
01/08/2022,SOUTHERN HEALTH NHS FOUNDATION TRUST,MHS76,60
01/08/2022,LEEDS AND YORK PARTNERSHIP NHS FOUNDATION TRUST,MHS76,65
01/08/2022,SUSSEX PARTNERSHIP NHS FOUNDATION TRUST,MHS76,65
01/08/2022,AVON AND WILTSHIRE MENTAL HEALTH PARTNERSHIP NHS TRUST,MHS76,70
01/08/2022,CENTRAL AND NORTH WEST LONDON NHS FOUNDATION TRUST,MHS76,75
01/08/2022,NORFOLK AND SUFFOLK NHS FOUNDATION TRUST,MHS76,85
01/08/2022,BIRMINGHAM AND SOLIHULL MENTAL HEALTH NHS FOUNDATION TRUST,MHS76,100
01/08/2022,WEST LONDON NHS TRUST,MHS76,100
01/08/2022,"TEES, ESK AND WEAR VALLEYS NHS FOUNDATION TRUST",MHS76,105
01/08/2022,GREATER MANCHESTER MENTAL HEALTH NHS FOUNDATION TRUST,MHS76,120
01/08/2022,ST ANDREW'S HEALTHCARE,MHS76,130
01/08/2022,MERSEY CARE NHS FOUNDATION TRUST,MHS76,135
01/08/2022,EAST LONDON NHS FOUNDATION TRUST,MHS76,140
01/08/2022,NOTTINGHAMSHIRE HEALTHCARE NHS FOUNDATION TRUST,MHS76,165
01/08/2022,ELYSIUM HEALTHCARE,MHS76,185
01/08/2022,"CUMBRIA, NORTHUMBERLAND, TYNE AND WEAR NHS FOUNDATION TRUST",MHS76,205
01/08/2022,CYGNET HEALTH CARE LIMITED,MHS76,275
01/08/2022,CAMBRIDGESHIRE AND PETERBOROUGH NHS FOUNDATION TRUST,MHS76,*
01/08/2022,EQUILIBRIUM HEALTHCARE,MHS76,*
01/08/2022,ESSEX PARTNERSHIP UNIVERSITY NHS FOUNDATION TRUST,MHS76,*
