01/09/2021,ISLE OF WIGHT NHS TRUST,MHS76,5
01/09/2021,ST MATTHEWS HEALTHCARE,MHS76,5
01/09/2021,CAMBRIDGESHIRE AND PETERBOROUGH NHS FOUNDATION TRUST,MHS76,10
01/09/2021,HEREFORDSHIRE AND WORCESTERSHIRE HEALTH AND CARE NHS TRUST,MHS76,10
01/09/2021,INMIND HEALTHCARE - HEAD OFFICE,MHS76,10
01/09/2021,JOHN MUNROE HOSPITAL,MHS76,10
01/09/2021,NAVIGO HEALTH AND SOCIAL CARE CIC,MHS76,10
01/09/2021,SHEFFIELD CHILDREN'S NHS FOUNDATION TRUST,MHS76,10
01/09/2021,UNKNOWN,MHS76,10
01/09/2021,DEVON PARTNERSHIP NHS TRUST,MHS76,15
01/09/2021,LIVEWELL SOUTHWEST,MHS76,15
01/09/2021,SOMERSET NHS FOUNDATION TRUST,MHS76,15
01/09/2021,SHEFFIELD HEALTH & SOCIAL CARE NHS FOUNDATION TRUST,MHS76,20
01/09/2021,CAMDEN AND ISLINGTON NHS FOUNDATION TRUST,MHS76,25
01/09/2021,GLOUCESTERSHIRE HEALTH AND CARE NHS FOUNDATION TRUST,MHS76,25
01/09/2021,KENT AND MEDWAY NHS AND SOCIAL CARE PARTNERSHIP TRUST,MHS76,25
01/09/2021,NORTH STAFFORDSHIRE COMBINED HEALTHCARE NHS TRUST,MHS76,25
01/09/2021,OXLEAS NHS FOUNDATION TRUST,MHS76,25
01/09/2021,ROTHERHAM DONCASTER AND SOUTH HUMBER NHS FOUNDATION TRUST,MHS76,25
01/09/2021,BERKSHIRE HEALTHCARE NHS FOUNDATION TRUST,MHS76,30
01/09/2021,ESSEX PARTNERSHIP UNIVERSITY NHS FOUNDATION TRUST,MHS76,30
01/09/2021,HUMBER TEACHING NHS FOUNDATION TRUST,MHS76,30
01/09/2021,"BARNET, ENFIELD AND HARINGEY MENTAL HEALTH NHS TRUST",MHS76,35
01/09/2021,DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST,MHS76,35
01/09/2021,GREATER MANCHESTER MENTAL HEALTH NHS FOUNDATION TRUST,MHS76,35
01/09/2021,LINCOLNSHIRE PARTNERSHIP NHS FOUNDATION TRUST,MHS76,35
01/09/2021,NORTHAMPTONSHIRE HEALTHCARE NHS FOUNDATION TRUST,MHS76,35
01/09/2021,SOUTH WEST LONDON AND ST GEORGE'S MENTAL HEALTH NHS TRUST,MHS76,35
01/09/2021,NORTH EAST LONDON NHS FOUNDATION TRUST,MHS76,40
01/09/2021,COVENTRY AND WARWICKSHIRE PARTNERSHIP NHS TRUST,MHS76,45
01/09/2021,LEICESTERSHIRE PARTNERSHIP NHS TRUST,MHS76,45
01/09/2021,MIDLANDS PARTNERSHIP NHS FOUNDATION TRUST,MHS76,50
01/09/2021,OXFORD HEALTH NHS FOUNDATION TRUST,MHS76,55
01/09/2021,SOUTHERN HEALTH NHS FOUNDATION TRUST,MHS76,55
01/09/2021,AVON AND WILTSHIRE MENTAL HEALTH PARTNERSHIP NHS TRUST,MHS76,60
01/09/2021,SOUTH WEST YORKSHIRE PARTNERSHIP NHS FOUNDATION TRUST,MHS76,65
01/09/2021,CENTRAL AND NORTH WEST LONDON NHS FOUNDATION TRUST,MHS76,70
01/09/2021,HERTFORDSHIRE PARTNERSHIP UNIVERSITY NHS FOUNDATION TRUST,MHS76,70
01/09/2021,WEST LONDON NHS TRUST,MHS76,75
01/09/2021,SOUTH LONDON AND MAUDSLEY NHS FOUNDATION TRUST,MHS76,85
01/09/2021,NORFOLK AND SUFFOLK NHS FOUNDATION TRUST,MHS76,95
01/09/2021,BIRMINGHAM AND SOLIHULL MENTAL HEALTH NHS FOUNDATION TRUST,MHS76,105
01/09/2021,"TEES, ESK AND WEAR VALLEYS NHS FOUNDATION TRUST",MHS76,105
01/09/2021,EAST LONDON NHS FOUNDATION TRUST,MHS76,120
01/09/2021,ST ANDREW'S HEALTHCARE,MHS76,125
01/09/2021,MERSEY CARE NHS FOUNDATION TRUST,MHS76,130
01/09/2021,"CUMBRIA, NORTHUMBERLAND, TYNE AND WEAR NHS FOUNDATION TRUST",MHS76,175
01/09/2021,NOTTINGHAMSHIRE HEALTHCARE NHS FOUNDATION TRUST,MHS76,175
01/09/2021,EQUILIBRIUM HEALTHCARE,MHS76,*
01/09/2021,LEEDS AND YORK PARTNERSHIP NHS FOUNDATION TRUST,MHS76,*
01/09/2021,SOLENT NHS TRUST,MHS76,*
01/09/2021,WHITTINGTON HEALTH NHS TRUST,MHS76,*
