2022-05-01,NAVIGO HEALTH AND SOCIAL CARE CIC,MHS76,5
2022-05-01,PARTNERSHIPS IN CARE LTD,MHS76,5
2022-05-01,SHEFFIELD CHILDREN'S NHS FOUNDATION TRUST,MHS76,10
2022-05-01,ST MATTHEWS HEALTHCARE,MHS76,10
2022-05-01,BERKSHIRE HEALTHCARE NHS FOUNDATION TRUST,MHS76,15
2022-05-01,CHESWOLD PARK HOSPITAL,MHS76,15
2022-05-01,DERBYSHIRE HEALTHCARE NHS FOUNDATION TRUST,MHS76,15
2022-05-01,INMIND HEALTHCARE - HEAD OFFICE,MHS76,15
2022-05-01,ISLE OF WIGHT NHS TRUST,MHS76,15
2022-05-01,CHESHIRE AND WIRRAL PARTNERSHIP NHS FOUNDATION TRUST,MHS76,20
2022-05-01,ELLERN MEDE,MHS76,20
2022-05-01,NORTHAMPTONSHIRE HEALTHCARE NHS FOUNDATION TRUST,MHS76,20
2022-05-01,ROTHERHAM DONCASTER AND SOUTH HUMBER NHS FOUNDATION TRUST,MHS76,20
2022-05-01,SHEFFIELD HEALTH & SOCIAL CARE NHS FOUNDATION TRUST,MHS76,20
2022-05-01,DEVON PARTNERSHIP NHS TRUST,MHS76,25
2022-05-01,DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST,MHS76,25
2022-05-01,SOMERSET NHS FOUNDATION TRUST,MHS76,25
2022-05-01,HUMBER TEACHING NHS FOUNDATION TRUST,MHS76,30
2022-05-01,LINCOLNSHIRE PARTNERSHIP NHS FOUNDATION TRUST,MHS76,30
2022-05-01,NORTH STAFFORDSHIRE COMBINED HEALTHCARE NHS TRUST,MHS76,30
2022-05-01,SOUTH WEST YORKSHIRE PARTNERSHIP NHS FOUNDATION TRUST,MHS76,30
2022-05-01,"BARNET, ENFIELD AND HARINGEY MENTAL HEALTH NHS TRUST",MHS76,35
2022-05-01,GLOUCESTERSHIRE HEALTH AND CARE NHS FOUNDATION TRUST,MHS76,35
2022-05-01,MIDLANDS PARTNERSHIP NHS FOUNDATION TRUST,MHS76,35
2022-05-01,OXLEAS NHS FOUNDATION TRUST,MHS76,35
2022-05-01,PRIORY GROUP LIMITED,MHS76,35
2022-05-01,SOUTH WEST LONDON AND ST GEORGE'S MENTAL HEALTH NHS TRUST,MHS76,35
2022-05-01,NORTH EAST LONDON NHS FOUNDATION TRUST,MHS76,40
2022-05-01,COVENTRY AND WARWICKSHIRE PARTNERSHIP NHS TRUST,MHS76,50
2022-05-01,LEICESTERSHIRE PARTNERSHIP NHS TRUST,MHS76,50
2022-05-01,SOUTHERN HEALTH NHS FOUNDATION TRUST,MHS76,50
2022-05-01,HERTFORDSHIRE PARTNERSHIP UNIVERSITY NHS FOUNDATION TRUST,MHS76,55
2022-05-01,OXFORD HEALTH NHS FOUNDATION TRUST,MHS76,55
2022-05-01,BLACK COUNTRY HEALTHCARE NHS FOUNDATION TRUST,MHS76,60
2022-05-01,LEEDS AND YORK PARTNERSHIP NHS FOUNDATION TRUST,MHS76,60
2022-05-01,CENTRAL AND NORTH WEST LONDON NHS FOUNDATION TRUST,MHS76,65
2022-05-01,NORFOLK AND SUFFOLK NHS FOUNDATION TRUST,MHS76,85
2022-05-01,"TEES, ESK AND WEAR VALLEYS NHS FOUNDATION TRUST",MHS76,90
2022-05-01,BIRMINGHAM AND SOLIHULL MENTAL HEALTH NHS FOUNDATION TRUST,MHS76,95
2022-05-01,WEST LONDON NHS TRUST,MHS76,115
2022-05-01,GREATER MANCHESTER MENTAL HEALTH NHS FOUNDATION TRUST,MHS76,140
2022-05-01,EAST LONDON NHS FOUNDATION TRUST,MHS76,145
2022-05-01,MERSEY CARE NHS FOUNDATION TRUST,MHS76,145
2022-05-01,NOTTINGHAMSHIRE HEALTHCARE NHS FOUNDATION TRUST,MHS76,175
2022-05-01,"CUMBRIA, NORTHUMBERLAND, TYNE AND WEAR NHS FOUNDATION TRUST",MHS76,185
2022-05-01,ELYSIUM HEALTHCARE,MHS76,205
2022-05-01,CYGNET HEALTH CARE LIMITED,MHS76,245
2022-05-01,EQUILIBRIUM HEALTHCARE,MHS76,*
2022-05-01,ESSEX PARTNERSHIP UNIVERSITY NHS FOUNDATION TRUST,MHS76,*
2022-05-01,JOHN MUNROE HOSPITAL,MHS76,*
2022-05-01,NEWBRIDGE CARE SYSTEMS,MHS76,*
